Sweden,9.03109,9.04539,9.05965,9.07406
Switzerland,7.58892,7.61604,7.63923,7.65844
Turkey,74.76784,75.79384,76.80552,77.80412
United Kingdom,61.50589,61.90184,62.25857,62.61254
Eurasia,284.11939,283.68562,283.28968,282.92477
Armenia,2.97165,2.96859,2.967,2.9668
Azerbaijan,8.12025,8.17772,8.23867,8.30351
Belarus,9.72472,9.68577,9.64853,9.61263
Estonia,1.31591,1.3076,1.29937,1.29117
Georgia,4.646,4.63084,4.61581,4.60083
Kazakhstan,15.28493,15.34053,15.39944,15.46048
Kyrgyzstan,5.28415,5.35687,5.43175,5.50863
Latvia,2.25981,2.24542,2.2315,2.21797
Lithuania,3.57544,3.56521,3.55518,3.54532
Moldova,4.32882,4.32445,4.32075,4.31748
Russia,141.37775,140.70209,140.04125,139.39021
Tajikistan,7.0766,7.21188,7.34915,7.48749
Turkmenistan,4.77423,4.82933,4.88489,4.94092
Ukraine,46.29986,45.99429,45.7004,45.4156
Uzbekistan,27.07927,27.34503,27.60601,27.86574
Middle East,200.13219,204.5201,208.44134,212.33692
Bahrain,0.70938,0.71917,0.72871,0.738
Iran,74.09327,75.02536,75.96761,76.9233
Iraq,27.50016,28.22144,28.94557,29.67161
Israel,6.99006,7.11236,7.2337,7.35399
Jordan,5.99719,6.13263,6.26929,6.40709
Kuwait,2.50672,2.59806,2.69253,2.78913
Lebanon,3.89556,4.03802,4.09932,4.12525
Oman,2.80028,2.85388,2.90963,2.96772
Palestine,3.80337,3.90788,4.01313,4.11908
Qatar,0.8149,0.82479,0.83329,0.84093
Saudi Arabia,24.49852,24.91741,25.32887,25.73178
Syria,20.48772,21.32486,21.76298,22.19811
United Arab Emirates,4.44401,4.6214,4.79849,4.97559
Yemen,21.59104,22.22285,22.85824,23.49536
Africa,947.55885,969.97221,992.58225,1015.47842
Algeria,33.36274,33.76967,34.17819,34.58618
Angola,12.2636,12.53136,12.79929,13.06816
Benin,8.27816,8.53255,8.79183,9.05601
Botswana,1.91342,1.95205,1.99088,2.02931
Burkina Faso,14.79717,15.26474,15.74623,16.24181
Burundi,8.78294,9.13931,9.51133,9.86312
Cameroon,18.06038,18.46769,18.8793,19.29415
Cape Verde,0.48599,0.49362,0.50118,0.50866
Central African Republic,4.54373,4.64132,4.74192,4.84493
Chad,9.88566,10.11134,10.32921,10.54346
Comoros,0.71142,0.73178,0.75244,0.77341
Congo (Brazzaville),3.80233,3.90501,4.01281,4.12592
Congo (Kinshasa),64.3902,66.51451,68.69254,70.91644
Cote dIvoire (IvoryCoast),19.74695,20.1796,20.61707,21.0588
Djibouti,0.69438,0.7092,0.72462,0.74053
Egypt,75.67654,77.26669,78.86664,80.47187
Equatorial Guinea,0.59976,0.61646,0.63344,0.6507
Eritrea,5.35768,5.50203,5.64717,5.79298
Ethiopia,79.9358,82.54484,85.23734,88.01349
Gabon,1.45645,1.48583,1.51499,1.54526
Gambia - The,1.68614,1.73208,1.77808,1.82416
Ghana,22.9807,23.43457,23.88781,24.33984
Guinea,9.56922,9.80651,10.05798,10.32403
Guinea-Bissau,1.47278,1.50318,1.53396,1.56513
Kenya,36.91372,37.95384,39.00277,40.04657
Lesotho,1.91686,1.91547,1.91613,1.91955
Liberia,3.26994,3.44037,3.58339,3.68508
Libya,6.0499,6.18704,6.32436,6.46145
Madagascar,19.44882,20.04255,20.65356,21.28184
Malawi,14.23279,14.62368,15.02876,15.4475
Mali,12.76879,13.10081,13.44323,13.79635
Mauritania,2.98145,3.05493,3.12949,3.20506
Mauritius,1.2639,1.27419,1.28426,1.2941
Morocco,30.59445,30.94046,31.28517,31.62743
Mozambique,20.90558,21.2847,21.66928,22.06145
Namibia,2.06903,2.08867,2.10866,2.12847
Niger,14.21471,14.75208,15.30625,15.87827
Nigeria,143.3121,146.25531,149.22909,152.21734
Reunion,0.76615,0.76615,0.76615,0.76615
Rwanda,10.14108,10.44077,10.74631,11.05598
Saint Helena,0.00756,0.0076,0.00764,0.00767
Sao Tome and Principe,0.16475,0.16842,0.1721,0.17581
Senegal,11.3943,11.69834,12.00807,12.32325
Seychelles,0.0857,0.0866,0.08748,0.08834
Sierra Leone,4.91833,5.023,5.13214,5.2457
Somalia,9.29161,9.55867,9.83202,10.11245
South Africa,48.36713,48.78276,49.05249,49.10911
Sudan,40.52607,41.68078,42.81128,43.9396
Swaziland,1.29991,1.3191,1.33719,1.35405
Tanzania,39.38422,40.21316,41.04853,41.8929
Togo,6.04238,6.22035,6.40501,6.58724
Tunisia,10.28121,10.38358,10.48634,10.58903
Uganda,30.26261,31.36797,32.36956,33.39868
Western Sahara,0.4454,0.46063,0.47601,0.49152
Zambia,12.34108,12.69423,13.06068,13.46031
Zimbabwe,11.44319,11.35011,11.39263,11.65186
Asia & Oceania,3686.3589,3724.32335,3762.16099,3799.67028
Afghanistan,26.91153,27.65889,28.39572,29.12129
American Samoa,0.06403,0.06483,0.06563,0.06643
Australia,20.74963,21.00731,21.26264,21.51575
Bangladesh,148.89374,151.28999,153.70033,156.11846
Bhutan,0.67335,0.68232,0.69114,0.69985
Brunei,0.37458,0.38137,0.38819,0.39503
Burma (Myanmar),51.75584,52.22815,52.82612,53.41437
Cambodia,13.71869,13.95701,14.20623,14.45368
China,1310.58354,1317.06568,1323.59158,1330.14129
Cook Islands,0.01269,0.01227,0.01187,0.01149
Fiji,0.85211,0.86054,0.8685,0.87598
French Polynesia,0.27896,0.28302,0.28703,0.291
Guam,0.17354,0.17599,0.17843,0.18087
Hong Kong,6.98041,7.01864,7.05507,7.08971
India,1124.1348,1140.56621,1156.89777,1173.10802
Indonesia,234.694,237.51236,240.27152,242.96834
Japan,127.43349,127.28842,127.07868,126.80443
Kiribati,0.09548,0.09686,0.09819,0.09948
Korea - North,22.45422,22.56535,22.66535,22.75728
Korea - South,48.25015,48.37939,48.50897,48.63607
Laos,6.03541,6.14518,6.25687,6.36816
Macau,0.52553,0.54567,0.55985,0.56796
Malaysia,26.89556,27.35776,27.81787,28.27473
Maldives,0.36497,0.38593,0.39633,0.39565
Mongolia,2.95179,2.99608,3.04114,3.08692
Nauru,0.00912,0.00916,0.00921,0.00927
Nepal,27.82789,28.19696,28.56338,28.95185
New Caledonia,0.24045,0.24445,0.24841,0.25235
New Zealand,4.13018,4.1713,4.21126,4.25012
Niue,0.00216,0.00216,0.00216,0.00216
Pakistan,175.49508,178.47939,181.45728,184.40479
Papua New Guinea,5.69109,5.81623,5.94078,6.06452
Philippines,94.15747,96.06168,97.9766,99.90018
Samoa,0.18796,0.1895,0.1909,0.192
Singapore,4.55301,4.60817,4.65754,4.70107
Solomon Islands,0.52107,0.53378,0.54649,0.5592
Sri Lanka,20.92632,21.12877,21.32479,21.51399
Taiwan,22.85887,22.92095,22.97435,23.02496
Thailand,65.71702,66.18726,66.64481,67.0895
Timor-Leste (East Timor),1.08617,1.10878,1.13161,1.15463
Tonga,0.11694,0.11901,0.1209,0.12258
U.S. Pacific Islands,0.24888,0.24678,0.24424,0.24221
Vanuatu,0.21234,0.21545,0.21852,0.22155
Vietnam,86.51885,87.55836,88.57676,89.57113
World,6623.57196,6700.76588,6776.91747,6853.01941
